Feature Title,Cluster,Value,Filter
Additional MSI/PLIST/GPO/MDM options,annoying,1,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options,bugs,7,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Allow users to access Network Diagnostics Tool - EnableDiagnostic,bugs,1,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Control visibility of Video Message option - ShowVideoMessageButton,bugs,4,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Control visibility of profile photos in Zoom Chat - ShowProfilePhotosInChat,bugs,1,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Disable Meeting Questions with AI Companion - DisableAICQueries,bugs,1,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Disable Meeting Questions with AI Companion - DisableAICQueries,freeze,1,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Disable Meeting Summary with AI Companion - DisableSmartMeetingSummaries,bugs,2,Within 2 Weeks
"Additional MSI/PLIST/GPO/MDM options: Disable Whats new window - DisableDiscoverWhatsNew - Windows, macOS",annoying,1,Within 2 Weeks
"Additional MSI/PLIST/GPO/MDM options: Disable Whats new window - DisableDiscoverWhatsNew - Windows, macOS",bugs,3,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Disable Zoom Notes for Meetings - DisableInMeetingZoomNotes,bugs,1,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Disable ability to switch quickly between accounts - DisableMultipleAccountsSwitch,annoying,2,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Disable use of Meeting Reactions - DisableMeetingReactions,bugs,1,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Disable use of Non-verbal feedback - DisableNonVerbalFeedback,bugs,1,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Preset use of hide self view in meetings - HideSelfView,annoying,2,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Preset use of hide self view in meetings - HideSelfView,bugs,2,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Require client or app authentication when joining a webinar - EnforceAppSignInToJoinForWebinar,annoying,1,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Require client or app authentication when joining a webinar - EnforceAppSignInToJoinForWebinar,bugs,2,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Require low-light video setting - EnableLightAdaption,bugs,5,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Require post-meeting virtual background auto-reversal - EnableAutoReverseVirtualBkgnd,bugs,2,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Restrict Check for Updates to custom update channel version - AU2_LimitManualUpdateVersion,bugs,4,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Set default service used when click-to-dial - ClickToCallDefault,bugs,2,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Set low-light video setting to Auto/Manual - EnableAutoLightAdaption,bugs,1,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Set network port for for Zoom Mesh nodes - MeshMulticastPort,bugs,21,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Set network port for for Zoom Mesh nodes - MeshMulticastPort,helpful,2,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Set network port range for Zoom Mesh parent-child node communication - MeshListenPortRange,bugs,1,Within 2 Weeks
Additional MSI/PLIST/GPO/MDM options: Support for Windows Extended Protection - EnableWinExtendProtectedAuth,bugs,1,Within 2 Weeks
Additional enhanced formatting for in-meeting chat,bugs,2,Within 2 Weeks
Additional gallery view sorting options,bugs,1,Within 2 Weeks
Additional in-meeting whiteboard features,bugs,1,Within 2 Weeks
Adjust font size in Zoom Mail,bugs,1,Within 2 Weeks
Adjust ringtone and call waiting volume,bugs,1,Within 2 Weeks
Ask consumer to unmute,blurry,1,Within 2 Weeks
Ask consumer to unmute,bugs,1,Within 2 Weeks
Auto-accept far end camera control,bugs,1,Within 2 Weeks
Auto-start AI Companion questions and meeting summary options when scheduling,bugs,1,Within 2 Weeks
Auto-start AI Companion questions and meeting summary options when scheduling,helpful,1,Within 2 Weeks
Avatar support,bugs,1,Within 2 Weeks
Captioning controls redesign,bugs,1,Within 2 Weeks
Change agents status,bugs,1,Within 2 Weeks
Chat Etiquette Tool support for Webinar Q&A,bugs,4,Within 2 Weeks
Chat failover recovery support for new meeting chat experience,bugs,3,Within 2 Weeks
Cloud storage support for Box,bugs,1,Within 2 Weeks
Cloud storage support for SharePoint,bugs,2,Within 2 Weeks
Collaborate with Zoom Apps,bugs,1,Within 2 Weeks
Compose or refine emails with Zoom AI Companion,bugs,3,Within 2 Weeks
Concurrent sign-ins on multiple devices,annoying,1,Within 2 Weeks
Concurrent sign-ins on multiple devices,bugs,3,Within 2 Weeks
Conference call,bugs,3,Within 2 Weeks
Configurable text compose box shortcuts,blurry,1,Within 2 Weeks
Consent required for channel and group chat additions,bugs,1,Within 2 Weeks
Continuous Meeting Chat enhancements for external invitees,annoying,1,Within 2 Weeks
Continuous Meeting Chat enhancements for external invitees,bugs,2,Within 2 Weeks
Continuous Meeting Chat file and images synchronization,bugs,1,Within 2 Weeks
Create multiple group chats with different topics but same user group,bugs,5,Within 2 Weeks
"Create, remove, rename breakout rooms after launch",annoying,1,Within 2 Weeks
Custom emojis,bugs,2,Within 2 Weeks
Custom human avatars,bugs,1,Within 2 Weeks
Custom text color for captions,bugs,1,Within 2 Weeks
Customizable left sidebar,bugs,2,Within 2 Weeks
Dark mode support,bugs,2,Within 2 Weeks
Decline and remove invited meetings,bugs,7,Within 2 Weeks
Decline and remove invited meetings,helpful,2,Within 2 Weeks
Decline meeting invitation with message,bugs,1,Within 2 Weeks
Default behavior for agents,blurry,1,Within 2 Weeks
Default behavior for agents,bugs,2,Within 2 Weeks
Default titles for Whiteboards created in-meeting,bugs,19,Within 2 Weeks
Delete and rename whiteboards,bugs,1,Within 2 Weeks
Desk phone call control setting enhancement,bugs,1,Within 2 Weeks
Display caller ID name for inbound voice calls,helpful,1,Within 2 Weeks
Drafted messages listed in Drafts tab,bugs,1,Within 2 Weeks
Drafts and sent messages panel,annoying,1,Within 2 Weeks
Duplicate Zoom Calendar events,bugs,2,Within 2 Weeks
Email all guests in calendar invite,bugs,2,Within 2 Weeks
Email templates,bugs,1,Within 2 Weeks
Enable Switch & Join in sidebar and calendar view,bugs,2,Within 2 Weeks
Enable Switch & Join in sidebar and calendar view,freeze,1,Within 2 Weeks
Enable simultaneous login on multiple devices,bugs,4,Within 2 Weeks
Encryption key change notification,bugs,4,Within 2 Weeks
English to Greek support for translated captions,helpful,1,Within 2 Weeks
Enhanced captioning control for hosts/co-host,bugs,2,Within 2 Weeks
Enhanced mobile Team Chat information architecture,bugs,8,Within 2 Weeks
Enhanced registrant authentication option,annoying,1,Within 2 Weeks
Enhanced registrant authentication option,bugs,2,Within 2 Weeks
Enhanced user presence in chats and channels,bugs,3,Within 2 Weeks
Enhancement to Caller ID,bugs,1,Within 2 Weeks
Enhancement to Closed Engagements tab,blurry,2,Within 2 Weeks
Enhancement to Closed Engagements tab,bugs,1,Within 2 Weeks
Enhancement to Completed Engagements tab,freeze,1,Within 2 Weeks
Enhancement to Completed Engagements tab,helpful,1,Within 2 Weeks
Enhancement to consumer experience,blurry,3,Within 2 Weeks
Enhancement to consumer experience,bugs,2,Within 2 Weeks
Enhancement to public channel mentions,annoying,1,Within 2 Weeks
Enhancement to video engagements,bugs,1,Within 2 Weeks
Enhancement to voice call transferring,bugs,4,Within 2 Weeks
Enhancement to voice call transferring,helpful,1,Within 2 Weeks
Enhancement to waiting room drop-in,bugs,1,Within 2 Weeks
Enhancements to Team Chat Activity Center,bugs,1,Within 2 Weeks
Enhancements to Translated Captioning notifications,bugs,1,Within 2 Weeks
Enhancements to call notifications from Zoom Phone users,bugs,3,Within 2 Weeks
Enhancements to chat feature in video engagements,bugs,2,Within 2 Weeks
Enhancements to closed engagements tab,bugs,1,Within 2 Weeks
Enhancements to contacts search,bugs,7,Within 2 Weeks
Enhancements to inbound notifications,bugs,2,Within 2 Weeks
Enhancements to the channel information panel,bugs,2,Within 2 Weeks
Enhancements to voice call recordings during call transfers,bugs,1,Within 2 Weeks
Enhancements to voice conference,annoying,1,Within 2 Weeks
Enhancements to voice conference,bugs,1,Within 2 Weeks
Expand/Collapse all Breakouts when self-selecting,bugs,1,Within 2 Weeks
Expanded language support for AI Companion questions,bugs,2,Within 2 Weeks
Feature_00001,bugs,4,Within 2 Weeks
Feature_00002,bugs,2,Within 2 Weeks
Feature_00004,bugs,3,Within 2 Weeks
Feature_00004,freeze,1,Within 2 Weeks
Feature_00006,bugs,1,Within 2 Weeks
